id,seq,timestamp,lat,lng,alt,speed_kmh,heading,hdop,satellites,battery_mv,rssi
G0703-CHEATER,20,1779505460,25.298178,121.804918,151.4,75.3,180.0,0.9,11,3950,-80
G0703-CHEATER,21,1779505520,25.26889,121.794114,232.4,68.7,180.0,0.9,11,3950,-80
G0703-CHEATER,22,1779505580,25.240434,121.783573,208.0,71.1,180.0,0.9,11,3950,-80
G0703-CHEATER,23,1779505640,25.213258,121.771551,179.2,65.4,180.0,0.9,11,3950,-80
G0703-CHEATER,24,1779505700,25.184501,121.760097,191.3,75.5,180.0,0.9,11,3950,-80
G0703-CHEATER,25,1779505760,25.155293,121.749226,166.4,76.7,180.0,0.9,11,3950,-80
G0703-CHEATER,26,1779505820,25.128,121.739,45.5,111.5,185.0,0.8,14,3910,-90
G0703-CHEATER,27,1779505880,25.1228,121.7168,53.8,111.8,185.0,0.8,14,3910,-90
G0703-CHEATER,28,1779505940,25.1176,121.6946,51.4,108.9,185.0,0.8,14,3910,-90
G0703-CHEATER,29,1779506000,25.1124,121.6724,49.5,108.4,185.0,0.8,14,3910,-90
G0703-CHEATER,30,1779506060,25.1072,121.6502,54.6,96.9,185.0,0.8,14,3910,-90
G0703-CHEATER,31,1779506120,25.102,121.628,45.4,111.4,185.0,0.8,14,3910,-90
G0703-CHEATER,32,1779506180,25.0968,121.6058,45.7,97.4,185.0,0.8,14,3910,-90
G0703-CHEATER,33,1779506240,25.0916,121.5836,48.2,103.1,185.0,0.8,14,3910,-90
G0703-CHEATER,34,1779506300,25.0864,121.5614,54.6,102.1,185.0,0.8,14,3910,-90
G0703-CHEATER,35,1779506360,25.0812,121.5392,48.0,97.2,185.0,0.8,14,3910,-90
G0703-CHEATER,36,1779506420,25.076,121.517,46.7,98.1,185.0,0.8,14,3910,-90
G0703-CHEATER,37,1779506480,25.0748,121.5015,51.1,107.9,185.0,0.8,14,3910,-90
G0703-CHEATER,38,1779506540,25.0736,121.486,51.5,103.0,185.0,0.8,14,3910,-90
G0703-CHEATER,39,1779506600,25.0724,121.4705,48.2,101.2,185.0,0.8,14,3910,-90
G0703-CHEATER,40,1779506660,25.0712,121.455,48.4,104.7,185.0,0.8,14,3910,-90
G0703-CHEATER,41,1779506720,25.07,121.4395,46.7,108.4,185.0,0.8,14,3910,-90
G0703-CHEATER,42,1779506780,25.0688,121.424,47.4,100.7,185.0,0.8,14,3910,-90
G0703-CHEATER,43,1779506840,25.0676,121.4085,54.3,110.8,185.0,0.8,14,3910,-90
G0703-CHEATER,44,1779506900,25.0664,121.393,45.7,97.8,185.0,0.8,14,3910,-90
G0703-CHEATER,45,1779506960,25.0652,121.3775,53.0,109.4,185.0,0.8,14,3910,-90
G0703-CHEATER,46,1779507020,25.064,121.362,45.5,109.5,185.0,0.8,14,3910,-90
G0703-CHEATER,47,1779507080,25.0567,121.3561,48.0,100.5,185.0,0.8,14,3910,-90
G0703-CHEATER,48,1779507140,25.0494,121.3502,52.9,100.4,185.0,0.8,14,3910,-90
G0703-CHEATER,49,1779507200,25.0421,121.3443,54.7,96.5,185.0,0.8,14,3910,-90
G0703-CHEATER,50,1779507260,25.0348,121.3384,52.7,104.8,185.0,0.8,14,3910,-90
G0703-CHEATER,51,1779507320,25.0275,121.3325,51.2,104.3,185.0,0.8,14,3910,-90
G0703-CHEATER,52,1779507380,25.0202,121.3266,51.8,102.0,185.0,0.8,14,3910,-90
G0703-CHEATER,53,1779507440,25.0129,121.3207,47.2,106.5,185.0,0.8,14,3910,-90
G0703-CHEATER,54,1779507500,25.0056,121.3148,48.5,100.8,185.0,0.8,14,3910,-90
G0703-CHEATER,55,1779507560,24.9983,121.3089,49.1,110.2,185.0,0.8,14,3910,-90
G0703-CHEATER,56,1779507620,24.991,121.303,54.0,107.1,185.0,0.8,14,3910,-90
G0703-CHEATER,57,1779507680,24.9884,121.2945,53.2,104.2,185.0,0.8,14,3910,-90
G0703-CHEATER,58,1779507740,24.9858,121.286,50.5,102.3,185.0,0.8,14,3910,-90
G0703-CHEATER,59,1779507800,24.9832,121.2775,52.5,103.6,185.0,0.8,14,3910,-90
G0703-CHEATER,60,1779507860,24.9806,121.269,50.9,110.0,185.0,0.8,14,3910,-90
G0703-CHEATER,61,1779507920,24.978,121.2605,47.3,97.0,185.0,0.8,14,3910,-90
G0703-CHEATER,62,1779507980,24.9754,121.252,45.4,100.0,185.0,0.8,14,3910,-90
G0703-CHEATER,63,1779508040,24.9728,121.2435,48.5,111.6,185.0,0.8,14,3910,-90
G0703-CHEATER,64,1779508100,24.9702,121.235,48.9,101.5,185.0,0.8,14,3910,-90
G0703-CHEATER,65,1779508160,24.9676,121.2265,45.6,99.5,185.0,0.8,14,3910,-90
G0703-CHEATER,66,1779508220,24.965,121.218,46.4,98.0,185.0,0.8,14,3910,-90
G0703-CHEATER,67,1779508280,24.9527,121.1973,49.2,103.3,185.0,0.8,14,3910,-90
G0703-CHEATER,68,1779508340,24.9404,121.1766,48.0,101.7,185.0,0.8,14,3910,-90
G0703-CHEATER,69,1779508400,24.9281,121.1559,47.9,107.4,185.0,0.8,14,3910,-90
G0703-CHEATER,70,1779508460,24.9158,121.1352,51.0,107.5,185.0,0.8,14,3910,-90
G0703-CHEATER,71,1779508520,24.9035,121.1145,47.9,109.1,185.0,0.8,14,3910,-90
G0703-CHEATER,72,1779508580,24.8912,121.0938,50.3,110.7,185.0,0.8,14,3910,-90
G0703-CHEATER,73,1779508640,24.8789,121.0731,54.7,108.5,185.0,0.8,14,3910,-90
G0703-CHEATER,74,1779508700,24.8666,121.0524,48.9,98.9,185.0,0.8,14,3910,-90
G0703-CHEATER,75,1779508760,24.8543,121.0317,54.4,103.9,185.0,0.8,14,3910,-90
G0703-CHEATER,76,1779508820,24.842,121.011,47.0,97.4,185.0,0.8,14,3910,-90
G0703-CHEATER,77,1779508880,24.8376,121.0101,47.6,97.8,185.0,0.8,14,3910,-90
G0703-CHEATER,78,1779508940,24.8332,121.0092,49.0,99.8,185.0,0.8,14,3910,-90
G0703-CHEATER,79,1779509000,24.8288,121.0083,54.5,110.4,185.0,0.8,14,3910,-90
G0703-CHEATER,80,1779509060,24.8244,121.0074,46.6,96.0,185.0,0.8,14,3910,-90
G0703-CHEATER,81,1779509120,24.82,121.0065,45.3,102.5,185.0,0.8,14,3910,-90
G0703-CHEATER,82,1779509180,24.8156,121.0056,49.6,100.2,185.0,0.8,14,3910,-90
G0703-CHEATER,83,1779509240,24.8112,121.0047,48.3,96.0,185.0,0.8,14,3910,-90
G0703-CHEATER,84,1779509300,24.8068,121.0038,46.1,99.6,185.0,0.8,14,3910,-90
G0703-CHEATER,85,1779509360,24.8024,121.0029,46.9,103.5,185.0,0.8,14,3910,-90
G0703-CHEATER,86,1779509420,24.798,121.002,53.9,99.5,185.0,0.8,14,3910,-90
G0703-CHEATER,87,1779509480,24.7875,120.9926,47.3,107.1,185.0,0.8,14,3910,-90
G0703-CHEATER,88,1779509540,24.777,120.9832,48.6,105.2,185.0,0.8,14,3910,-90
G0703-CHEATER,89,1779509600,24.7665,120.9738,54.4,108.8,185.0,0.8,14,3910,-90
G0703-CHEATER,90,1779509660,24.756,120.9644,50.5,101.1,185.0,0.8,14,3910,-90
G0703-CHEATER,91,1779509720,24.7455,120.955,46.2,97.8,185.0,0.8,14,3910,-90
G0703-CHEATER,92,1779509780,24.735,120.9456,52.2,108.6,185.0,0.8,14,3910,-90
G0703-CHEATER,93,1779509840,24.7245,120.9362,48.8,105.1,185.0,0.8,14,3910,-90
G0703-CHEATER,94,1779509900,24.714,120.9268,49.8,109.6,185.0,0.8,14,3910,-90
G0703-CHEATER,95,1779509960,24.7035,120.9174,52.2,106.8,185.0,0.8,14,3910,-90
G0703-CHEATER,96,1779510020,24.693107,120.908096,60.0,67.9,180.0,0.9,12,3870,-85
G0703-CHEATER,97,1779510080,24.692412,120.907701,72.0,67.5,180.0,0.9,12,3870,-85
G0703-CHEATER,98,1779510140,24.691471,120.907283,84.0,56.4,180.0,0.9,12,3870,-85
G0703-CHEATER,99,1779510200,24.691083,120.906533,96.0,56.7,180.0,0.9,12,3870,-85
G0703-CHEATER,100,1779510260,24.689655,120.905885,108.0,56.3,180.0,0.9,12,3870,-85
G0703-CHEATER,101,1779510320,24.68898,120.905286,140.0,56.0,180.0,0.9,12,3870,-85
G0703-CHEATER,102,1779510380,24.688221,120.904632,125.0,67.5,180.0,0.9,12,3870,-85
G0703-CHEATER,103,1779510440,24.687974,120.904169,110.0,55.3,180.0,0.9,12,3870,-85
G0703-CHEATER,104,1779510500,24.687228,120.903485,95.0,65.0,180.0,0.9,12,3870,-85
G0703-CHEATER,105,1779510560,24.685681,120.903275,80.0,61.0,180.0,0.9,12,3870,-85
G0703-CHEATER,106,1779510620,24.6853,120.9023,20.0,0.0,180.0,0.9,12,3870,-85
